State,year,Categorie,returns,Taxcategory,taxreturns,ReturnsCategory,overallreturns,AmountCategory,Amount
NJ,2014,Financials,42204,Indirect tax,128103,Filed by WK Product,102941,Dollar Amount by product ,1440252.24
NJ,2014,Health Care,7728,,,,,,
NJ,2014,Industrials,35781,,,,,,
NJ,2014,Information Technology,43276,,,,,,
NJ,2014,Real Estate,44344,,,,,,
NJ,2014,Others,48754,,,,,,
NJ,2015,Energy,46636,Direct tax,94647,Total Returns filed,169012,Total Dollar Amount,8636234.48
NJ,2015,Financials,13912,Indirect tax,74365,Filed by WK Product,77746,Dollar Amount by product ,1440252.24
NJ,2015,Health Care,12873,,,,,,
NJ,2015,Industrials,21876,,,,,,
NJ,2015,Information Technology,36204,,,,,,
NJ,2015,Real Estate,28938,,,,,,
NJ,2015,Others,8573,,,,,,
NJ,2016,Energy,8488,Direct tax,71841,Total Returns filed,171050,Total Dollar Amount,8636234.48
NJ,2016,Financials,43774,Indirect tax,99209,Filed by WK Product,64999,Dollar Amount by product ,1440252.24
NJ,2016,Health Care,25539,,,,,,
NJ,2016,Industrials,40650,,,,,,
NJ,2016,Information Technology,5613,,,,,,
NJ,2016,Real Estate,42919,,,,,,
NJ,2016,Others,4067,,,,,,
NM,2010,Energy,37481,Direct tax,90285,Total Returns filed,164154,Total Dollar Amount,8636234.48
NM,2010,Financials,31268,Indirect tax,73869,Filed by WK Product,78794,Dollar Amount by product ,1440252.24
NM,2010,Health Care,43132,,,,,,
NM,2010,Industrials,21122,,,,,,
NM,2010,Information Technology,7711,,,,,,
NM,2010,Real Estate,1288,,,,,,
NM,2010,Others,22152,,,,,,
NM,2011,Energy,7551,Direct tax,81020,Total Returns filed,144678,Total Dollar Amount,8636234.48
NM,2011,Financials,3818,Indirect tax,63658,Filed by WK Product,28936,Dollar Amount by product ,1440252.24
NM,2011,Health Care,21765,,,,,,
NM,2011,Industrials,19158,,,,,,
NM,2011,Information Technology,40292,,,,,,
NM,2011,Real Estate,25104,,,,,,
NM,2011,Others,26990,,,,,,
NM,2012,Energy,26444,Direct tax,65642,Total Returns filed,160101,Total Dollar Amount,8636234.48
NM,2012,Financials,15011,Indirect tax,94459,Filed by WK Product,28819,Dollar Amount by product ,1440252.24
NM,2012,Health Care,5249,,,,,,
NM,2012,Industrials,37952,,,,,,
NM,2012,Information Technology,27806,,,,,,
NM,2012,Real Estate,39005,,,,,,
NM,2012,Others,8634,,,,,,
NM,2013,Energy,2796,Direct tax,72438,Total Returns filed,147832,Total Dollar Amount,8636234.48
NM,2013,Financials,21694,Indirect tax,75394,Filed by WK Product,28089,Dollar Amount by product ,1440252.24
NM,2013,Health Care,45113,,,,,,
NM,2013,Industrials,15816,,,,,,
NM,2013,Information Technology,9755,,,,,,
NM,2013,Real Estate,27993,,,,,,
NM,2013,Others,24665,,,,,,
NM,2014,Energy,9097,Direct tax,88460,Total Returns filed,166905,Total Dollar Amount,8636234.48
NM,2014,Financials,39260,Indirect tax,78445,Filed by WK Product,43396,Dollar Amount by product ,1440252.24
NM,2014,Health Care,35067,,,,,,
NM,2014,Industrials,19321,,,,,,
NM,2014,Information Technology,22172,,,,,,
NM,2014,Real Estate,29075,,,,,,
NM,2014,Others,12913,,,,,,
NM,2015,Energy,15537,Direct tax,90511,Total Returns filed,201134,Total Dollar Amount,8636234.48
NM,2015,Financials,49338,Indirect tax,110623,Filed by WK Product,66375,Dollar Amount by product ,1440252.24
NM,2015,Health Care,40147,,,,,,
NM,2015,Industrials,3566,,,,,,
NM,2015,Information Technology,3508,,,,,,
NM,2015,Real Estate,39124,,,,,,
NM,2015,Others,49914,,,,,,
NM,2016,Energy,3321,Direct tax,77706,Total Returns filed,168925,Total Dollar Amount,8636234.48
NM,2016,Financials,32143,Indirect tax,91219,Filed by WK Product,65881,Dollar Amount by product ,1440252.24
NM,2016,Health Care,17967,,,,,,
NM,2016,Industrials,20778,,,,,,
NM,2016,Information Technology,30489,,,,,,
NM,2016,Real Estate,28281,,,,,,
NM,2016,Others,35946,,,,,,
NY,2010,Energy,12461,Direct tax,92842,Total Returns filed,175172,Total Dollar Amount,8636234.48
NY,2010,Financials,16189,Indirect tax,82330,Filed by WK Product,52552,Dollar Amount by product ,1440252.24
NY,2010,Health Care,29812,,,,,,
NY,2010,Industrials,13266,,,,,,
NY,2010,Information Technology,40309,,,,,,
NY,2010,Real Estate,29718,,,,,,
NY,2010,Others,33417,,,,,,
NY,2011,Energy,29060,Direct tax,109299,Total Returns filed,248406,Total Dollar Amount,8636234.48
NY,2011,Financials,43598,Indirect tax,139107,Filed by WK Product,52166,Dollar Amount by product ,1440252.24
NY,2011,Health Care,45456,,,,,,
NY,2011,Industrials,12349,,,,,,
NY,2011,Information Technology,28978,,,,,,
NY,2011,Real Estate,45973,,,,,,
NY,2011,Others,42992,,,,,,
NY,2012,Energy,46086,Direct tax,112339,Total Returns filed,208034,Total Dollar Amount,8636234.48
NY,2012,Financials,15514,Indirect tax,95695,Filed by WK Product,76973,Dollar Amount by product ,1440252.24
NY,2012,Health Care,18224,,,,,,
NY,2012,Industrials,39423,,,,,,
NY,2012,Information Technology,29825,,,,,,
NY,2012,Real Estate,10844,,,,,,
NY,2012,Others,48118,,,,,,
NY,2013,Energy,31850,Direct tax,86183,Total Returns filed,195869,Total Dollar Amount,8636234.48
NY,2013,Financials,33012,Indirect tax,109686,Filed by WK Product,74431,Dollar Amount by product ,1440252.24
NY,2013,Health Care,38783,,,,,,
NY,2013,Industrials,32414,,,,,,
NY,2013,Information Technology,5972,,,,,,
NY,2013,Real Estate,18568,,,,,,
NY,2013,Others,35270,,,,,,
NY,2014,Energy,47740,Direct tax,98139,Total Returns filed,228229,Total Dollar Amount,8636234.48
NY,2014,Financials,45588,Indirect tax,130090,Filed by WK Product,102704,Dollar Amount by product ,1440252.24
NY,2014,Health Care,48501,,,,,,
NY,2014,Industrials,19257,,,,,,
NY,2014,Information Technology,34751,,,,,,
NY,2014,Real Estate,8169,,,,,,
NY,2014,Others,24223,,,,,,
NY,2015,Energy,8753,Direct tax,68920,Total Returns filed,120911,Total Dollar Amount,8636234.48
NY,2015,Financials,21657,Indirect tax,51991,Filed by WK Product,39901,Dollar Amount by product ,1440252.24
NY,2015,Health Care,20096,,,,,,
NY,2015,Industrials,44134,,,,,,
NY,2015,Information Technology,7870,,,,,,
NY,2015,Real Estate,16608,,,,,,
NY,2015,Others,1793,,,,,,
NY,2016,Energy,39826,Direct tax,85886,Total Returns filed,195194,Total Dollar Amount,8636234.48
NY,2016,Financials,24973,Indirect tax,109308,Filed by WK Product,91742,Dollar Amount by product ,1440252.24
NY,2016,Health Care,46543,,,,,,
NY,2016,Industrials,17344,,,,,,
NY,2016,Information Technology,18411,,,,,,
NY,2016,Real Estate,19332,,,,,,
NY,2016,Others,28765,,,,,,
NC,2010,Energy,15169,Direct tax,68572,Total Returns filed,171429,Total Dollar Amount,8636234.48
NC,2010,Financials,21469,Indirect tax,102857,Filed by WK Product,29143,Dollar Amount by product ,1440252.24
NC,2010,Health Care,29693,,,,,,
NC,2010,Industrials,46089,,,,,,
NC,2010,Information Technology,7256,,,,,,
NC,2010,Real Estate,24517,,,,,,
NC,2010,Others,27236,,,,,,
NC,2011,Energy,19109,Direct tax,105155,Total Returns filed,228597,Total Dollar Amount,8636234.48
NC,2011,Financials,39661,Indirect tax,123442,Filed by WK Product,36576,Dollar Amount by product ,1440252.24
NC,2011,Health Care,17430,,,,,,
NC,2011,Industrials,48222,,,,,,
NC,2011,Information Technology,25184,,,,,,
NC,2011,Real Estate,41183,,,,,,
NC,2011,Others,37808,,,,,,
NC,2012,Energy,47610,Direct tax,107830,Total Returns filed,211430,Total Dollar Amount,8636234.48
NC,2012,Financials,41513,Indirect tax,103600,Filed by WK Product,80344,Dollar Amount by product ,1440252.24
NC,2012,Health Care,5889,,,,,,
NC,2012,Industrials,10677,,,,,,
NC,2012,Information Technology,30351,,,,,,
NC,2012,Real Estate,33251,,,,,,
NC,2012,Others,42139,,,,,,
NC,2013,Energy,29980,Direct tax,86021,Total Returns filed,215052,Total Dollar Amount,8636234.48
NC,2013,Financials,48166,Indirect tax,129031,Filed by WK Product,51613,Dollar Amount by product ,1440252.24
NC,2013,Health Care,37581,,,,,,
NC,2013,Industrials,8189,,,,,,
NC,2013,Information Technology,46717,,,,,,
NC,2013,Real Estate,15675,,,,,,
NC,2013,Others,28744,,,,,,
NC,2014,Energy,48189,Direct tax,84352,Total Returns filed,147985,Total Dollar Amount,8636234.48
NC,2014,Financials,34781,Indirect tax,63633,Filed by WK Product,44396,Dollar Amount by product ,1440252.24
NC,2014,Health Care,1717,,,,,,
NC,2014,Industrials,30947,,,,,,
NC,2014,Information Technology,2492,,,,,,
NC,2014,Real Estate,24859,,,,,,
NC,2014,Others,5000,,,,,,
NC,2015,Energy,39074,Direct tax,99600,Total Returns filed,181090,Total Dollar Amount,8636234.48
NC,2015,Financials,40949,Indirect tax,81490,Filed by WK Product,68815,Dollar Amount by product ,1440252.24
NC,2015,Health Care,1214,,,,,,
NC,2015,Industrials,13165,,,,,,
NC,2015,Information Technology,20160,,,,,,
NC,2015,Real Estate,43626,,,,,,
NC,2015,Others,22902,,,,,,
NC,2016,Energy,35653,Direct tax,78355,Total Returns filed,191108,Total Dollar Amount,8636234.48
NC,2016,Financials,42189,Indirect tax,112753,Filed by WK Product,74533,Dollar Amount by product ,1440252.24
NC,2016,Health Care,35542,,,,,,
NC,2016,Industrials,39476,,,,,,
NC,2016,Information Technology,19875,,,,,,
NC,2016,Real Estate,12240,,,,,,
NC,2016,Others,6133,,,,,,
ND,2010,Energy,38917,Direct tax,116518,Total Returns filed,237790,Total Dollar Amount,8636234.48
ND,2010,Financials,28819,Indirect tax,121272,Filed by WK Product,54692,Dollar Amount by product ,1440252.24
ND,2010,Health Care,35537,,,,,,
ND,2010,Industrials,29527,,,,,,
ND,2010,Information Technology,49515,,,,,,
ND,2010,Real Estate,35957,,,,,,
ND,2010,Others,19518,,,,,,
ND,2011,Energy,31225,Direct tax,80114,Total Returns filed,170455,Total Dollar Amount,8636234.48
ND,2011,Financials,32825,Indirect tax,90341,Filed by WK Product,46023,Dollar Amount by product ,1440252.24
ND,2011,Health Care,20601,,,,,,
ND,2011,Industrials,22580,,,,,,
ND,2011,Information Technology,27626,,,,,,
ND,2011,Real Estate,12628,,,,,,
ND,2011,Others,22970,,,,,,
ND,2012,Energy,28363,Direct tax,67530,Total Returns filed,112549,Total Dollar Amount,8636234.48
ND,2012,Financials,35330,Indirect tax,45019,Filed by WK Product,20259,Dollar Amount by product ,1440252.24
ND,2012,Health Care,25008,,,,,,
ND,2012,Industrials,1684,,,,,,
ND,2012,Information Technology,9453,,,,,,
ND,2012,Real Estate,2979,,,,,,
ND,2012,Others,9732,,,,,,
ND,2013,Energy,4517,Direct tax,104325,Total Returns filed,196838,Total Dollar Amount,8636234.48
ND,2013,Financials,35329,Indirect tax,92513,Filed by WK Product,92514,Dollar Amount by product ,1440252.24
ND,2013,Health Care,28010,,,,,,
ND,2013,Industrials,39929,,,,,,
ND,2013,Information Technology,29520,,,,,,
ND,2013,Real Estate,9877,,,,,,
ND,2013,Others,49656,,,,,,
ND,2014,Energy,35662,Direct tax,57319,Total Returns filed,104215,Total Dollar Amount,8636234.48
ND,2014,Financials,3347,Indirect tax,46896,Filed by WK Product,16675,Dollar Amount by product ,1440252.24
ND,2014,Health Care,2324,,,,,,
ND,2014,Industrials,13821,,,,,,
ND,2014,Information Technology,6810,,,,,,
ND,2014,Real Estate,5657,,,,,,
ND,2014,Others,36594,,,,,,
ND,2015,Energy,20827,Direct tax,76545,Total Returns filed,170100,Total Dollar Amount,8636234.48
ND,2015,Financials,29763,Indirect tax,93555,Filed by WK Product,44226,Dollar Amount by product ,1440252.24
ND,2015,Health Care,23346,,,,,,
ND,2015,Industrials,25033,,,,,,
ND,2015,Information Technology,2199,,,,,,
ND,2015,Real Estate,29234,,,,,,
ND,2015,Others,39698,,,,,,
ND,2016,Energy,29821,Direct tax,104429,Total Returns filed,186480,Total Dollar Amount,8636234.48
ND,2016,Financials,25080,Indirect tax,82051,Filed by WK Product,76457,Dollar Amount by product ,1440252.24
ND,2016,Health Care,35753,,,,,,
ND,2016,Industrials,35898,,,,,,
ND,2016,Information Technology,9502,,,,,,
ND,2016,Real Estate,25572,,,,,,
ND,2016,Others,24854,,,,,,
OH,2010,Energy,39303,Direct tax,67742,Total Returns filed,169355,Total Dollar Amount,8636234.48
OH,2010,Financials,30713,Indirect tax,101613,Filed by WK Product,30484,Dollar Amount by product ,1440252.24
OH,2010,Health Care,13991,,,,,,
OH,2010,Industrials,32419,,,,,,
OH,2010,Information Technology,29150,,,,,,
OH,2010,Real Estate,9960,,,,,,
OH,2010,Others,13819,,,,,,
OH,2011,Energy,29209,Direct tax,89085,Total Returns filed,181806,Total Dollar Amount,8636234.48
OH,2011,Financials,42012,Indirect tax,92721,Filed by WK Product,38180,Dollar Amount by product ,1440252.24
OH,2011,Health Care,40329,,,,,,
OH,2011,Industrials,8664,,,,,,
OH,2011,Information Technology,31767,,,,,,
OH,2011,Real Estate,8612,,,,,,
OH,2011,Others,21213,,,,,,
OH,2012,Energy,12896,Direct tax,67182,Total Returns filed,149293,Total Dollar Amount,8636234.48
OH,2012,Financials,15345,Indirect tax,82111,Filed by WK Product,46281,Dollar Amount by product ,1440252.24
OH,2012,Health Care,38242,,,,,,
OH,2012,Industrials,20997,,,,,,
OH,2012,Information Technology,39393,,,,,,
OH,2012,Real Estate,10575,,,,,,
OH,2012,Others,11845,,,,,,
OH,2013,Energy,31909,Direct tax,96861,Total Returns filed,167001,Total Dollar Amount,8636234.48
OH,2013,Financials,6695,Indirect tax,70140,Filed by WK Product,38411,Dollar Amount by product ,1440252.24
OH,2013,Health Care,24702,,,,,,
OH,2013,Industrials,32483,,,,,,
OH,2013,Information Technology,42371,,,,,,
OH,2013,Real Estate,2961,,,,,,
OH,2013,Others,25880,,,,,,
OH,2014,Energy,49470,Direct tax,98726,Total Returns filed,173203,Total Dollar Amount,8636234.48
OH,2014,Financials,2383,Indirect tax,74477,Filed by WK Product,41569,Dollar Amount by product ,1440252.24
OH,2014,Health Care,31217,,,,,,
OH,2014,Industrials,27725,,,,,,
OH,2014,Information Technology,39318,,,,,,
OH,2014,Real Estate,8886,,,,,,
OH,2014,Others,14204,,,,,,
OH,2015,Energy,34194,Direct tax,77578,Total Returns filed,141050,Total Dollar Amount,8636234.48
OH,2015,Financials,29952,Indirect tax,63472,Filed by WK Product,66294,Dollar Amount by product ,1440252.24
OH,2015,Health Care,25484,,,,,,
OH,2015,Industrials,2422,,,,,,
OH,2015,Information Technology,10804,,,,,,
OH,2015,Real Estate,11666,,,,,,
OH,2015,Others,26528,,,,,,
OH,2016,Energy,11868,Direct tax,70205,Total Returns filed,175512,Total Dollar Amount,8636234.48
OH,2016,Financials,9451,Indirect tax,105307,Filed by WK Product,75471,Dollar Amount by product ,1440252.24
OH,2016,Health Care,32729,,,,,,
OH,2016,Industrials,44232,,,,,,
OH,2016,Information Technology,45966,,,,,,
OH,2016,Real Estate,24362,,,,,,
OH,2016,Others,6904,,,,,,
OK,2010,Energy,11114,Direct tax,71477,Total Returns filed,152078,Total Dollar Amount,8636234.48
OK,2010,Financials,26823,Indirect tax,80601,Filed by WK Product,38020,Dollar Amount by product ,1440252.24
OK,2010,Health Care,15100,,,,,,
OK,2010,Industrials,18249,,,,,,
OK,2010,Information Technology,47811,,,,,,
OK,2010,Real Estate,28889,,,,,,
OK,2010,Others,4092,,,,,,
OK,2011,Energy,24881,Direct tax,95099,Total Returns filed,198122,Total Dollar Amount,8636234.48
OK,2011,Financials,37846,Indirect tax,103023,Filed by WK Product,79249,Dollar Amount by product ,1440252.24
OK,2011,Health Care,11736,,,,,,
OK,2011,Industrials,23607,,,,,,
OK,2011,Information Technology,37578,,,,,,
OK,2011,Real Estate,30772,,,,,,
OK,2011,Others,31702,,,,,,
OK,2012,Energy,1733,Direct tax,75723,Total Returns filed,161111,Total Dollar Amount,8636234.48
OK,2012,Financials,1507,Indirect tax,85388,Filed by WK Product,32223,Dollar Amount by product ,1440252.24
OK,2012,Health Care,45067,,,,,,
OK,2012,Industrials,49789,,,,,,
OK,2012,Information Technology,38917,,,,,,
OK,2012,Real Estate,6089,,,,,,
OK,2012,Others,18009,,,,,,
OK,2013,Energy,48264,Direct tax,94441,Total Returns filed,196752,Total Dollar Amount,8636234.48
OK,2013,Financials,41424,Indirect tax,102311,Filed by WK Product,55091,Dollar Amount by product ,1440252.24
OK,2013,Health Care,12565,,,,,,
OK,2013,Industrials,24209,,,,,,
OK,2013,Information Technology,27534,,,,,,
OK,2013,Real Estate,26325,,,,,,
OK,2013,Others,16431,,,,,,
OK,2014,Energy,16027,Direct tax,110384,Total Returns filed,245297,Total Dollar Amount,8636234.48
OK,2014,Financials,46199,Indirect tax,134913,Filed by WK Product,110384,Dollar Amount by product ,1440252.24
OK,2014,Health Care,48025,,,,,,
OK,2014,Industrials,38292,,,,,,
OK,2014,Information Technology,28647,,,,,,
OK,2014,Real Estate,25818,,,,,,
OK,2014,Others,42289,,,,,,
OK,2015,Energy,24587,Direct tax,88102,Total Returns filed,166230,Total Dollar Amount,8636234.48
OK,2015,Financials,16042,Indirect tax,78128,Filed by WK Product,43220,Dollar Amount by product ,1440252.24
OK,2015,Health Care,37330,,,,,,
OK,2015,Industrials,8318,,,,,,
OK,2015,Information Technology,48957,,,,,,
OK,2015,Real Estate,18451,,,,,,
OK,2015,Others,12545,,,,,,
OK,2016,Energy,8934,Direct tax,126963,Total Returns filed,226718,Total Dollar Amount,8636234.48
OK,2016,Financials,5560,Indirect tax,99755,Filed by WK Product,61214,Dollar Amount by product ,1440252.24
OK,2016,Health Care,39217,,,,,,
OK,2016,Industrials,47143,,,,,,
OK,2016,Information Technology,33213,,,,,,
OK,2016,Real Estate,42742,,,,,,
OK,2016,Others,49909,,,,,,
OR,2010,Energy,34186,Direct tax,109897,Total Returns filed,207351,Total Dollar Amount,8636234.48
OR,2010,Financials,20268,Indirect tax,97454,Filed by WK Product,99529,Dollar Amount by product ,1440252.24
OR,2010,Health Care,36698,,,,,,
OR,2010,Industrials,31360,,,,,,
OR,2010,Information Technology,49937,,,,,,
OR,2010,Real Estate,28728,,,,,,
OR,2010,Others,6174,,,,,,
OR,2011,Energy,39418,Direct tax,62441,Total Returns filed,148667,Total Dollar Amount,8636234.48
OR,2011,Financials,27391,Indirect tax,86226,Filed by WK Product,52034,Dollar Amount by product ,1440252.24
OR,2011,Health Care,10264,,,,,,
OR,2011,Industrials,18762,,,,,,
OR,2011,Information Technology,3515,,,,,,
OR,2011,Real Estate,40317,,,,,,
OR,2011,Others,9000,,,,,,
OR,2012,Energy,45706,Direct tax,85504,Total Returns filed,144921,Total Dollar Amount,8636234.48
OR,2012,Financials,9661,Indirect tax,59417,Filed by WK Product,65215,Dollar Amount by product ,1440252.24
OR,2012,Health Care,30634,,,,,,
OR,2012,Industrials,9886,,,,,,
OR,2012,Information Technology,23433,,,,,,
OR,2012,Real Estate,3622,,,,,,
OR,2012,Others,21979,,,,,,
OR,2013,Energy,18231,Direct tax,90409,Total Returns filed,161444,Total Dollar Amount,8636234.48
OR,2013,Financials,41194,Indirect tax,71035,Filed by WK Product,69421,Dollar Amount by product ,1440252.24
OR,2013,Health Care,2520,,,,,,
OR,2013,Industrials,29011,,,,,,
OR,2013,Information Technology,5307,,,,,,
OR,2013,Real Estate,38609,,,,,,
OR,2013,Others,26572,,,,,,
OR,2014,Energy,4007,Direct tax,56783,Total Returns filed,105152,Total Dollar Amount,8636234.48
OR,2014,Financials,48251,Indirect tax,48369,Filed by WK Product,15773,Dollar Amount by product ,1440252.24
OR,2014,Health Care,12938,,,,,,
OR,2014,Industrials,4787,,,,,,
OR,2014,Information Technology,17699,,,,,,
OR,2014,Real Estate,12702,,,,,,
OR,2014,Others,4768,,,,,,
OR,2015,Energy,33761,Direct tax,108536,Total Returns filed,190413,Total Dollar Amount,8636234.48
OR,2015,Financials,5021,Indirect tax,81877,Filed by WK Product,83782,Dollar Amount by product ,1440252.24
OR,2015,Health Care,40784,,,,,,
OR,2015,Industrials,20956,,,,,,
OR,2015,Information Technology,28784,,,,,,
OR,2015,Real Estate,48165,,,,,,
OR,2015,Others,12942,,,,,,
OR,2016,Energy,1019,Direct tax,81021,Total Returns filed,139690,Total Dollar Amount,8636234.48
OR,2016,Financials,11985,Indirect tax,58669,Filed by WK Product,25145,Dollar Amount by product ,1440252.24
OR,2016,Health Care,29426,,,,,,
OR,2016,Industrials,45374,,,,,,
OR,2016,Information Technology,19829,,,,,,
OR,2016,Real Estate,20598,,,,,,
OR,2016,Others,11459,,,,,,
PA,2010,Energy,18708,Direct tax,77602,Total Returns filed,146417,Total Dollar Amount,8636234.48
PA,2010,Financials,13543,Indirect tax,68815,Filed by WK Product,68816,Dollar Amount by product ,1440252.24
PA,2010,Health Care,28174,,,,,,
PA,2010,Industrials,22019,,,,,,
PA,2010,Information Technology,20989,,,,,,
PA,2010,Real Estate,25486,,,,,,
PA,2010,Others,17498,,,,,,
PA,2011,Energy,3873,Direct tax,78420,Total Returns filed,182372,Total Dollar Amount,8636234.48
PA,2011,Financials,43591,Indirect tax,103952,Filed by WK Product,74773,Dollar Amount by product ,1440252.24
PA,2011,Health Care,17820,,,,,,
PA,2011,Industrials,23232,,,,,,
PA,2011,Information Technology,15730,,,,,,
PA,2011,Real Estate,48770,,,,,,
PA,2011,Others,29356,,,,,,
PA,2012,Energy,42455,Direct tax,72738,Total Returns filed,173185,Total Dollar Amount,8636234.48
PA,2012,Financials,15827,Indirect tax,100447,Filed by WK Product,31174,Dollar Amount by product ,1440252.24
PA,2012,Health Care,49822,,,,,,
PA,2012,Industrials,2520,,,,,,
PA,2012,Information Technology,46589,,,,,,
PA,2012,Real Estate,9977,,,,,,
PA,2012,Others,5995,,,,,,
PA,2013,Energy,39730,Direct tax,85225,Total Returns filed,149517,Total Dollar Amount,8636234.48
PA,2013,Financials,18751,Indirect tax,64292,Filed by WK Product,62798,Dollar Amount by product ,1440252.24
PA,2013,Health Care,43222,,,,,,
PA,2013,Industrials,20968,,,,,,
PA,2013,Information Technology,5036,,,,,,
PA,2013,Real Estate,5483,,,,,,
PA,2013,Others,16327,,,,,,
PA,2014,Energy,7763,Direct tax,82425,Total Returns filed,175371,Total Dollar Amount,8636234.48
PA,2014,Financials,35841,Indirect tax,92946,Filed by WK Product,52612,Dollar Amount by product ,1440252.24
PA,2014,Health Care,13463,,,,,,
PA,2014,Industrials,42862,,,,,,
PA,2014,Information Technology,31761,,,,,,
PA,2014,Real Estate,29921,,,,,,
PA,2014,Others,13760,,,,,,
PA,2015,Energy,33656,Direct tax,105184,Total Returns filed,219133,Total Dollar Amount,8636234.48
PA,2015,Financials,46223,Indirect tax,113949,Filed by WK Product,54784,Dollar Amount by product ,1440252.24
PA,2015,Health Care,20875,,,,,,
PA,2015,Industrials,9514,,,,,,
PA,2015,Information Technology,28693,,,,,,
PA,2015,Real Estate,47765,,,,,,
PA,2015,Others,32407,,,,,,
PA,2016,Energy,21301,Direct tax,74792,Total Returns filed,141116,Total Dollar Amount,8636234.48
PA,2016,Financials,20201,Indirect tax,66324,Filed by WK Product,57858,Dollar Amount by product ,1440252.24
PA,2016,Health Care,8359,,,,,,
PA,2016,Industrials,3768,,,,,,
PA,2016,Information Technology,30282,,,,,,
PA,2016,Real Estate,48731,,,,,,
PA,2016,Others,8474,,,,,,
RI,2010,Energy,16024,Direct tax,87144,Total Returns filed,170869,Total Dollar Amount,8636234.48
RI,2010,Financials,26315,Indirect tax,83725,Filed by WK Product,37592,Dollar Amount by product ,1440252.24
RI,2010,Health Care,26616,,,,,,
RI,2010,Industrials,39751,,,,,,
RI,2010,Information Technology,11412,,,,,,
RI,2010,Real Estate,15436,,,,,,
RI,2010,Others,35315,,,,,,
RI,2011,Energy,7593,Direct tax,64197,Total Returns filed,136588,Total Dollar Amount,8636234.48
RI,2011,Financials,8953,Indirect tax,72391,Filed by WK Product,24586,Dollar Amount by product ,1440252.24
RI,2011,Health Care,4035,,,,,,
RI,2011,Industrials,26626,,,,,,
RI,2011,Information Technology,20491,,,,,,
RI,2011,Real Estate,43508,,,,,,
RI,2011,Others,25382,,,,,,
RI,2012,Energy,13521,Direct tax,89767,Total Returns filed,154770,Total Dollar Amount,8636234.48
RI,2012,Financials,31413,Indirect tax,65003,Filed by WK Product,49527,Dollar Amount by product ,1440252.24
RI,2012,Health Care,44995,,,,,,
RI,2012,Industrials,2223,,,,,,
RI,2012,Information Technology,13892,,,,,,
RI,2012,Real Estate,33282,,,,,,
RI,2012,Others,15444,,,,,,
RI,2013,Energy,24797,Direct tax,123469,Total Returns filed,220480,Total Dollar Amount,8636234.48
RI,2013,Financials,48162,Indirect tax,97011,Filed by WK Product,33072,Dollar Amount by product ,1440252.24
RI,2013,Health Care,17330,,,,,,
RI,2013,Industrials,11750,,,,,,
RI,2013,Information Technology,40804,,,,,,
RI,2013,Real Estate,32988,,,,,,
RI,2013,Others,44649,,,,,,
RI,2014,Energy,24701,Direct tax,103526,Total Returns filed,172542,Total Dollar Amount,8636234.48
RI,2014,Financials,33830,Indirect tax,69016,Filed by WK Product,32783,Dollar Amount by product ,1440252.24
RI,2014,Health Care,10172,,,,,,
RI,2014,Industrials,4256,,,,,,
RI,2014,Information Technology,36037,,,,,,
RI,2014,Real Estate,20330,,,,,,
RI,2014,Others,43216,,,,,,
RI,2015,Energy,2693,Direct tax,74314,Total Returns filed,161551,Total Dollar Amount,8636234.48
RI,2015,Financials,28673,Indirect tax,87237,Filed by WK Product,80776,Dollar Amount by product ,1440252.24
RI,2015,Health Care,33751,,,,,,
RI,2015,Industrials,9611,,,,,,
RI,2015,Information Technology,13227,,,,,,
RI,2015,Real Estate,34530,,,,,,
RI,2015,Others,39066,,,,,,
RI,2016,Energy,25496,Direct tax,104800,Total Returns filed,190545,Total Dollar Amount,8636234.48
RI,2016,Financials,13128,Indirect tax,85745,Filed by WK Product,85746,Dollar Amount by product ,1440252.24
RI,2016,Health Care,46502,,,,,,
RI,2016,Industrials,32829,,,,,,
RI,2016,Information Technology,43781,,,,,,
RI,2016,Real Estate,11471,,,,,,
RI,2016,Others,17338,,,,,,
SC,2010,Energy,2540,Direct tax,83291,Total Returns filed,193700,Total Dollar Amount,8636234.48
SC,2010,Financials,38719,Indirect tax,110409,Filed by WK Product,32929,Dollar Amount by product ,1440252.24
SC,2010,Health Care,40948,,,,,,
SC,2010,Industrials,45941,,,,,,
SC,2010,Information Technology,21911,,,,,,
SC,2010,Real Estate,30595,,,,,,
SC,2010,Others,13046,,,,,,
SC,2011,Energy,8802,Direct tax,81491,Total Returns filed,145518,Total Dollar Amount,8636234.48
SC,2011,Financials,34792,Indirect tax,64027,Filed by WK Product,45111,Dollar Amount by product ,1440252.24
SC,2011,Health Care,23696,,,,,,
SC,2011,Industrials,15501,,,,,,
SC,2011,Information Technology,39057,,,,,,
SC,2011,Real Estate,19408,,,,,,
SC,2011,Others,4262,,,,,,
SC,2012,Energy,23652,Direct tax,149278,Total Returns filed,253013,Total Dollar Amount,8636234.48
SC,2012,Financials,35234,Indirect tax,103735,Filed by WK Product,75904,Dollar Amount by product ,1440252.24
SC,2012,Health Care,30021,,,,,,
SC,2012,Industrials,38441,,,,,,
SC,2012,Information Technology,40827,,,,,,
SC,2012,Real Estate,43547,,,,,,
SC,2012,Others,41291,,,,,,
SC,2013,Energy,6003,Direct tax,92676,Total Returns filed,178223,Total Dollar Amount,8636234.48
SC,2013,Financials,43853,Indirect tax,85547,Filed by WK Product,60596,Dollar Amount by product ,1440252.24
